delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,completion_missing_flag,actual_duration_hours,temporal_anomaly_flag,promised_window_hours,service_type,priority_level,pickup_zone,dropoff_zone,order_value,delay_hours,is_late
DL00388,O00886,D088,V086,H05,2024-12-11 11:37:00,2024-12-11 14:15:40.274228,OnTime,10.71,1,0,4.64,9.36,0,2.644520618888889,0,1,Passenger,Low,East,Central,88.24,1.644520618888889,1
DL00389,O00649,D054,V065,H01,2025-03-02 03:12:00,2025-03-02 07:50:19.231032,OnTime,12.41,1,0,4.57,12.55,0,4.6386752866666665,0,4,Parcel,Low,East,Riverside,30.88,0.6386752866666665,1
DL00390,O01242,D013,V052,H02,2025-09-08 23:34:00,2025-09-08 22:52:36.699661,OnTime,12.86,0,0,4.75,11.06,0,-0.6898056497222222,1,1,Business,Low,Central,Riverside,284.98,0.0,0
DL00391,O00242,D119,V060,H06,2024-11-05 05:50:00,2024-11-05 08:19:49.718245,OnTime,20.65,0,0,3.63,15.9,0,2.4971439569444445,0,1,Retail,High,Central,West,42.77,1.4971439569444445,1
DL00392,O00832,D063,V021,H04,2024-06-06 15:50:00,2024-06-07 05:31:03.475456,Delayed,4.77,1,1,1.15,12.67,0,13.684298737777778,0,6,Parcel,Low,Central,Airport,99.75,7.6842987377777785,1
DL00393,O01128,D108,V060,H04,2024-03-12 19:57:00,2024-03-13 03:36:11.659720,Failed,13.97,1,0,3.11,5.79,0,7.653238811111111,0,6,Passenger,Medium,West,Airport,12.73,1.6532388111111107,1
DL00394,O00718,D145,V079,H02,2025-02-27 04:58:00,2025-02-27 07:05:30.365586,OnTime,15.43,0,0,4.14,8.78,0,2.1251015516666665,0,2,Passenger,Low,West,Airport,144.45,0.12510155166666648,1
DL00395,O00219,D012,V072,H06,2024-05-30 02:33:00,2024-05-30 04:15:54.426350,OnTime,10.75,0,0,4.29,6.99,0,1.7151184305555556,0,2,Passenger,Medium,East,South,62.84,0.0,0
DL00396,O01093,D105,V063,H06,2024-10-30 00:23:00,2024-10-30 09:36:43.398508,OnTime,14.79,2,0,4.55,21.09,0,9.228721807777777,0,12,Retail,Low,Riverside,West,38.72,0.0,0
DL00397,O01199,D125,V049,H04,2024-03-10 16:57:00,2024-03-10 19:12:57.054704,Delayed,10.5,2,0,4.61,9.36,0,2.2658485288888888,0,1,Business,Medium,Central,West,119.36,1.2658485288888888,1
DL00398,O00671,D106,V099,H05,2025-01-24 17:36:00,2025-01-24 23:28:38.031355,Delayed,1.2,1,0,3.08,9.73,0,5.877230931944444,0,1,Retail,Medium,North,North,118.56,4.877230931944444,1
DL00399,O00966,D129,V107,H08,2025-04-17 00:14:00,2025-04-17 16:46:22.816860,Delayed,5.64,1,0,2.38,12.78,0,16.53967135,0,12,Retail,High,Central,Central,29.24,4.539671349999999,1
DL00400,O00867,D165,V037,H06,2024-02-01 22:23:00,2024-02-02 20:40:14.586855,Failed,25.59,2,0,2.48,16.84,0,22.2873852375,0,6,Parcel,Low,Riverside,Central,34.43,16.2873852375,1
DL00401,O00870,D067,V009,H08,2024-10-27 15:49:00,2024-10-28 00:42:45.072317,OnTime,10.23,0,0,4.47,6.79,0,8.895853421388889,0,12,Passenger,High,South,Airport,144.13,0.0,0
DL00402,O00539,D037,V005,H03,2024-12-04 02:08:00,2024-12-04 04:09:15.722168,OnTime,10.83,0,0,5.0,9.69,0,2.0210339355555558,0,6,Business,High,Central,East,167.91,0.0,0
DL00403,O00044,D131,V092,H07,2025-11-02 10:07:00,2025-11-02 12:43:42.885570,OnTime,11.6,1,0,4.58,13.74,0,2.6119126583333334,0,4,Business,Medium,West,Riverside,61.45,0.0,0
DL00404,O00502,D049,V025,H02,2024-04-03 03:48:00,2024-04-03 04:25:17.871676,OnTime,7.84,0,0,3.14,11.38,0,0.6216310211111111,0,4,Parcel,Medium,Riverside,South,61.9,0.0,0
DL00405,O00684,D052,V116,H01,2024-11-24 16:21:00,2024-11-25 13:22:50.972127,OnTime,12.83,0,0,4.325,16.99,0,21.030825590833334,0,24,Parcel,High,Central,Airport,81.01,0.0,0
DL00406,O00720,D126,V006,H01,2024-08-29 21:02:00,2024-08-29 20:33:10.585204,OnTime,29.85,1,0,5.0,15.78,0,-0.4803929988888889,1,2,Business,High,Airport,Airport,111.88,0.0,0
DL00407,O00598,D010,V068,H06,2025-10-29 01:00:00,2025-10-29 22:58:05.130431,OnTime,6.92,0,0,4.04,10.86,0,21.96809178638889,0,24,Retail,Medium,Riverside,Central,201.88,0.0,0
DL00408,O01019,D071,V057,H08,2024-04-16 01:49:00,2024-04-16 04:58:04.426005,OnTime,8.49,0,0,3.3,8.4,0,3.151229445833333,0,4,Parcel,High,West,East,206.52,0.0,0
DL00409,O00348,D047,V094,H04,2025-03-17 00:31:00,2025-03-16 22:30:00.000000,OnTime,8.1,0,0,2.89,10.1,0,-2.0166666666666666,1,2,Parcel,High,North,South,58.25,0.0,0
DL00410,O00249,D042,V004,H05,2024-11-07 21:14:00,2024-11-08 03:32:06.075323,Delayed,5.13,3,0,4.44,9.64,0,6.301687589722222,0,2,Business,Critical,Central,West,218.68,4.301687589722222,1
DL00411,O00108,D122,V065,H01,2024-11-30 15:03:00,2024-11-30 22:46:22.839111,OnTime,11.22,0,0,4.68,5.75,0,7.723010864166667,0,12,Medical,Medium,West,East,70.18,0.0,0
DL00412,O00156,D025,V114,H02,2024-04-24 08:07:00,2024-04-24 13:40:54.128195,OnTime,8.68,0,0,4.63,8.76,0,5.565035609722223,0,6,Parcel,Medium,West,North,68.58,0.0,0
DL00413,O01077,D046,V035,H01,2024-08-30 00:32:00,2024-08-30 11:34:46.079286,Failed,6.34,1,0,4.22,10.75,0,11.046133135,0,4,Retail,Low,North,Riverside,130.85,7.046133135,1
DL00414,O00704,D002,V083,H02,2024-03-12 18:01:00,2024-03-12 20:55:25.078529,OnTime,8.47,1,0,5.0,14.75,0,2.9069662580555558,0,4,Retail,High,North,North,141.29,0.0,0
DL00415,O01145,D116,V031,H03,2024-02-22 02:27:00,2024-02-23 02:36:12.176009,OnTime,13.31,0,0,4.23,10.05,0,24.153382224722222,0,24,Passenger,Medium,East,North,301.38,0.15338222472222185,1
DL00416,O00293,D067,V059,H04,2025-04-09 18:24:00,2025-04-10 00:16:42.565598,OnTime,4.61,1,0,4.01,10.53,0,5.878490443888889,0,6,Parcel,Critical,Central,East,67.89,0.0,0
DL00417,O00615,D054,V085,H04,2025-02-08 21:37:00,2025-02-08 23:17:10.791004,OnTime,13.05,0,0,4.08,18.58,0,1.6696641677777777,0,1,Parcel,High,West,West,44.37,0.6696641677777777,1
DL00418,O00075,D167,V019,H06,2024-11-02 06:29:00,2024-11-02 08:58:56.396803,OnTime,4.73,1,0,5.0,10.5,0,2.4989991119444444,0,2,Business,Medium,North,East,85.65,0.49899911194444435,1
DL00419,O00782,D043,V109,H06,2024-04-17 03:24:00,2024-04-17 05:51:51.721133,OnTime,12.37,0,0,5.0,12.37,0,2.4643669813888884,0,2,Passenger,Medium,South,South,37.19,0.46436698138888843,1
DL00420,O00412,D093,V078,H05,2024-10-08 14:08:00,2024-10-08 18:14:08.619955,OnTime,10.0,0,0,4.12,9.3,0,4.102394431944444,0,6,Passenger,Critical,North,Airport,54.76,0.0,0
DL00421,O00286,D026,V039,H02,2025-07-05 22:02:00,2025-07-06 03:09:23.122074,OnTime,17.73,1,0,4.49,8.92,0,5.123089465,0,6,Business,Low,West,East,84.75,0.0,0
DL00422,O01178,D135,V066,H01,2024-01-13 23:04:00,2024-01-13 23:29:03.604429,OnTime,14.18,0,0,4.88,10.37,0,0.41766789694444445,0,4,Medical,Critical,West,Riverside,2.04,0.0,0
DL00423,O01245,D113,V110,H05,2025-10-05 16:04:00,2025-10-05 14:27:00.000000,OnTime,22.08,1,0,4.11,10.84,0,-1.6166666666666667,1,2,Retail,High,Airport,Airport,24.93,0.0,0
DL00424,O00503,D061,V007,H08,2024-08-18 00:53:00,2024-08-18 03:41:51.773806,OnTime,8.14,1,0,5.0,14.49,0,2.8143816127777774,0,6,Passenger,Low,Central,Riverside,41.14,0.0,0
DL00425,O00564,D070,V090,H04,2024-09-03 00:37:00,2024-09-03 11:49:53.800069,OnTime,13.09,1,0,4.82,4.86,0,11.21494446361111,0,12,Retail,Medium,North,Central,59.68,0.0,0
DL00426,O00814,D150,V053,H05,2025-03-26 04:54:00,2025-03-26 14:37:28.110426,OnTime,12.88,1,0,4.57,19.14,0,9.724475118333332,0,12,Passenger,Medium,East,Riverside,27.9,0.0,0
DL00427,O00414,D165,V058,H07,2025-04-05 22:47:00,2025-04-06 01:32:54.763589,OnTime,9.53,0,0,3.92,9.98,0,2.7652121080555556,0,6,Parcel,Medium,South,West,283.98,0.0,0
DL00428,O00496,D109,V073,H07,2024-06-17 16:14:00,2024-06-17 19:20:06.689019,OnTime,10.72,0,0,4.32,7.53,0,3.101858060833333,0,4,Passenger,Critical,South,Airport,117.66,0.0,0
DL00429,O00738,D030,V021,H07,2024-11-28 07:27:00,2024-11-28 18:58:36.387688,Delayed,41.94,3,1,2.92,21.55,0,11.526774357777779,0,2,Retail,High,Airport,West,66.54,9.526774357777779,1
DL00430,O00779,D025,V065,H01,2025-07-25 14:03:00,2025-07-26 11:55:38.678980,OnTime,12.92,0,0,5.0,11.78,0,21.877410827777776,0,24,Retail,Critical,Riverside,Central,69.68,0.0,0
DL00431,O00737,D164,V082,H01,2024-03-14 04:04:00,2024-03-14 04:29:01.839885,OnTime,10.56,1,0,4.7,16.33,0,0.41717774583333334,0,2,Retail,Medium,Central,Central,117.82,0.0,0
DL00432,O00658,D119,V011,H05,2025-07-24 13:29:00,2025-07-25 06:07:11.345733,Failed,14.42,0,0,4.06,19.62,0,16.636484925833333,0,12,Retail,Medium,North,North,68.43,4.636484925833333,1
DL00433,O00148,D133,V056,H01,2025-04-03 23:41:00,2025-04-03 23:45:53.664975,OnTime,14.34,2,0,2.92,12.9,0,0.08157360416666667,0,2,Medical,High,East,East,86.3,0.0,0
DL00434,O00395,D031,V063,H04,2024-09-28 10:53:00,2024-09-28 18:08:55.461530,Delayed,16.69,0,1,3.34,16.51,0,7.265405980555555,0,1,Passenger,Medium,West,East,20.16,6.265405980555555,1
DL00435,O00198,D129,V087,H08,2024-09-13 18:46:00,2024-09-13 22:25:00.821660,OnTime,10.63,0,0,5.0,4.82,0,3.650228238888889,0,2,Parcel,Low,West,Central,21.51,1.650228238888889,1
DL00436,O01063,D034,V076,H04,2024-07-27 22:20:00,2024-07-28 11:09:31.719472,OnTime,9.89,0,0,4.0,12.8,0,12.825477631111111,0,12,Retail,Medium,East,Riverside,47.11,0.8254776311111112,1
DL00437,O01223,D167,V120,H05,2025-01-11 00:36:00,2025-01-11 12:06:30.146218,OnTime,13.43,0,0,4.8,11.05,0,11.508373949444445,0,12,Parcel,Medium,East,Riverside,97.73,0.0,0
DL00438,O00992,D083,V078,H04,2024-03-08 16:52:00,2024-03-09 09:52:27.867914,Failed,27.82,1,0,3.12,15.69,0,17.00774108722222,0,4,Retail,High,Central,South,54.25,13.007741087222222,1
DL00439,O00983,D117,V026,H07,2024-08-20 00:58:00,2024-08-20 12:12:47.434727,Delayed,13.81,1,1,3.68,19.27,0,11.246509646388889,0,4,Passenger,Medium,Central,North,122.09,7.246509646388889,1
DL00440,O00758,D028,V046,H03,2024-02-26 13:10:00,2024-02-26 22:13:07.503199,Delayed,10.74,4,0,3.54,9.77,0,9.052084221944444,0,6,Parcel,Low,East,West,144.81,3.052084221944444,1
DL00441,O00014,D141,V068,H01,2024-08-25 12:01:00,2024-08-25 15:01:44.356021,OnTime,8.82,0,0,4.7,7.36,0,3.0123211169444444,0,6,Passenger,Low,Central,Central,90.96,0.0,0
DL00442,O01090,D150,V099,H02,2025-09-11 20:27:00,2025-09-12 18:27:20.507484,OnTime,8.63,1,0,4.98,6.69,0,22.005696523333334,0,24,Medical,Critical,South,Airport,58.6,0.0,0
DL00443,O01170,D070,V097,H06,2024-01-01 08:44:00,2024-01-01 16:11:11.563209,OnTime,3.65,0,0,3.34,12.85,0,7.4532120025,0,6,Passenger,Low,Central,West,104.64,1.4532120025,1
DL00444,O01221,D017,V109,H05,2024-04-13 09:44:00,2024-04-14 02:35:05.556300,Failed,11.43,0,0,3.0,9.78,0,16.851543416666665,0,4,Passenger,Medium,East,Central,183.7,12.851543416666665,1
DL00445,O00055,D074,V008,H03,2025-05-31 02:19:00,2025-05-31 06:24:33.541055,Delayed,37.02,0,0,3.55,21.88,0,4.092650293055556,0,2,Retail,Medium,Airport,Riverside,73.7,2.0926502930555557,1
DL00446,O00903,D002,V069,H07,2025-10-21 01:25:00,2025-10-21 07:22:35.310698,Delayed,8.25,1,0,2.26,10.76,0,5.959808527222222,0,4,Parcel,Low,Central,East,18.78,1.959808527222222,1
DL00447,O00812,D070,V043,H01,2025-04-12 19:06:00,2025-04-13 16:08:07.919948,OnTime,9.36,1,0,4.55,9.47,0,21.035533318888888,0,24,Parcel,Medium,West,Airport,55.92,0.0,0
DL00448,O01033,D101,V108,H03,2024-08-30 13:56:00,2024-08-30 13:47:00.000000,OnTime,11.14,0,0,4.65,14.25,0,-0.15,1,1,Medical,Low,West,Central,11.57,0.0,0
DL00449,O00454,D047,V025,H07,2025-04-15 03:39:00,2025-04-15 16:29:42.050340,OnTime,14.65,0,0,4.58,12.62,0,12.845013983333335,0,12,Medical,Medium,West,North,51.66,0.8450139833333346,1
DL00450,O01161,D049,V108,H06,2025-05-17 04:32:00,2025-05-18 01:37:48.885017,Failed,10.61,1,0,3.99,12.55,0,21.09691250472222,0,4,Passenger,High,Riverside,North,32.02,17.09691250472222,1
DL00451,O01188,D145,V114,H01,2024-06-25 12:25:00,2024-06-25 12:45:53.535355,OnTime,11.19,0,0,3.58,14.22,0,0.34820426527777776,0,1,Parcel,Critical,Central,West,83.85,0.0,0
DL00452,O00468,D125,V051,H01,2024-03-29 12:52:00,2024-03-29 14:01:48.798026,OnTime,8.52,1,0,3.65,12.49,0,1.1635550072222223,0,2,Retail,Medium,East,South,22.82,0.0,0
DL00453,O00248,D130,V007,H06,2024-03-22 18:52:00,2024-03-22 23:50:03.774317,OnTime,11.9,1,0,4.325,8.88,0,4.967715088055556,0,4,Passenger,Medium,South,Airport,16.18,0.9677150880555558,1
DL00454,O00408,D102,V088,H04,2024-09-14 14:20:00,2024-09-15 12:01:49.742714,OnTime,8.57,0,0,3.94,18.59,0,21.69715075388889,0,24,Parcel,High,North,West,58.75,0.0,0
DL00455,O00914,D094,V098,H01,2024-04-12 08:41:00,2024-04-12 12:45:47.285486,OnTime,10.3,1,0,4.14,7.0,0,4.079801523888889,0,6,Retail,Medium,South,North,217.46,0.0,0
DL00456,O00157,D037,V035,H02,2024-09-16 20:38:00,2024-09-16 22:39:02.594617,OnTime,26.36,0,0,4.83,10.84,0,2.017387393611111,0,2,Business,Low,Airport,North,60.52,0.01738739361111108,1
DL00457,O00092,D110,V099,H06,2025-04-24 17:52:00,2025-04-24 20:46:39.551014,OnTime,14.85,2,0,4.55,10.8,0,2.910986392777778,0,6,Retail,Medium,South,East,56.53,0.0,0
DL00458,O00172,D109,V119,H05,2025-01-17 19:21:00,2025-01-18 10:08:30.423180,Delayed,6.39,0,0,3.34,10.15,0,14.791784216666667,0,4,Passenger,High,East,West,108.19,10.791784216666667,1
DL00459,O00831,D005,V084,H01,2025-02-27 09:04:00,2025-02-27 19:44:33.695510,Failed,9.02,2,0,2.73,7.17,0,10.676026530555555,0,4,Business,Medium,Riverside,Central,130.28,6.676026530555555,1
DL00460,O00522,D026,V103,H05,2024-02-09 11:26:00,2024-02-10 12:31:24.364078,OnTime,14.04,1,0,3.86,13.03,0,25.09010113277778,0,24,Passenger,Medium,Riverside,Central,152.25,1.0901011327777788,1
DL00461,O00862,D089,V006,H08,2025-01-29 15:08:00,2025-01-29 16:46:22.767038,OnTime,18.99,0,0,4.06,16.11,0,1.6396575105555555,0,4,Retail,Medium,East,North,84.14,0.0,0
DL00462,O00099,D131,V058,H04,2025-10-04 22:47:00,2025-10-05 08:13:05.592425,OnTime,16.049999999999997,4,0,4.99,15.19,0,9.434886784722224,0,12,Retail,Low,Airport,East,75.64,0.0,0
DL00463,O00271,D102,V023,H07,2025-09-17 00:16:00,2025-09-17 03:09:39.905714,OnTime,8.97,0,0,3.56,12.95,0,2.894418253888889,0,4,Passenger,Critical,West,Central,192.54,0.0,0
DL00464,O01124,D017,V016,H04,2024-05-02 17:53:00,2024-05-02 19:40:27.608348,OnTime,16.51,0,0,3.76,9.45,0,1.7910023188888888,0,4,Business,High,Riverside,South,148.02,0.0,0
DL00465,O00820,D080,V074,H08,2024-05-01 18:26:00,2024-05-01 22:52:34.351693,OnTime,11.27,0,0,4.84,13.89,0,4.4428754702777775,0,6,Passenger,Low,Riverside,North,231.32,0.0,0
DL00466,O00183,D098,V007,H01,2024-09-02 14:06:00,2024-09-02 13:58:40.175324,OnTime,3.81,0,0,5.0,10.68,0,-0.12217352111111111,1,4,Business,Critical,South,Riverside,11.5,0.0,0
DL00467,O00511,D078,V067,H05,2024-06-06 11:55:00,2024-06-07 08:33:53.897421,OnTime,14.94,1,0,3.76,7.49,0,20.648304839166666,0,24,Parcel,High,West,West,150.89,0.0,0
DL00468,O00519,D150,V022,H03,2025-04-20 06:37:00,2025-04-20 05:10:00.000000,OnTime,19.78,0,0,3.78,19.89,0,-1.45,1,2,Passenger,Low,South,Riverside,47.89,0.0,0
DL00469,O00458,D027,V042,H03,2025-04-10 03:03:00,2025-04-11 05:15:10.466183,Delayed,12.11,0,0,3.8,16.42,0,26.202907273055555,0,12,Parcel,High,Central,East,87.24,14.202907273055555,1
DL00470,O00562,D004,V120,H08,2024-07-21 10:43:00,2024-07-21 14:49:27.695889,OnTime,3.36,2,0,3.97,13.27,0,4.1076933025,0,4,Passenger,Medium,East,West,241.72,0.10769330250000042,1
DL00471,O01049,D088,V068,H01,2025-10-17 08:34:00,2025-10-17 18:06:53.601277,OnTime,17.09,1,0,4.21,16.47,0,9.548222576944445,0,12,Retail,Medium,West,West,69.8,0.0,0
DL00472,O00042,D113,V046,H01,2025-12-01 19:10:00,2025-12-03 08:16:03.110618,Delayed,10.28,0,0,3.59,5.13,0,37.10086406055556,0,24,Retail,Medium,Riverside,Central,133.72,13.100864060555558,1
DL00473,O00180,D105,V071,H07,2024-12-29 08:17:00,2024-12-30 05:50:08.150454,OnTime,14.15,7,0,4.01,6.22,0,21.552264015000002,0,24,Parcel,Low,Central,North,54.32,0.0,0
DL00474,O00067,D004,V017,H04,2025-02-25 03:48:00,2025-02-25 07:16:13.969650,OnTime,2.66,0,0,4.36,9.21,0,3.470547125,0,6,Passenger,Critical,West,West,131.1,0.0,0
DL00475,O01121,D074,V027,H07,2024-06-03 08:50:00,2024-06-03 17:50:35.358594,OnTime,3.63,2,0,4.29,9.74,0,9.009821831666667,0,12,Retail,High,Central,South,73.49,0.0,0
DL00476,O00849,D094,V035,H07,2024-05-06 00:48:00,2024-05-06 14:59:17.100441,Delayed,15.93,1,0,4.07,10.87,0,14.188083455833334,0,4,Passenger,High,Airport,North,230.22,10.188083455833334,1
DL00477,O00613,D162,V002,H03,2025-12-02 22:57:00,2025-12-03 10:47:11.610255,Delayed,25.16,1,0,3.2,23.03,0,11.836558404166666,0,4,Retail,Low,Airport,Central,84.48,7.8365584041666665,1
DL00478,O00947,D133,V109,H05,2024-01-31 17:32:00,2024-02-01 03:51:28.208192,Delayed,9.6,2,0,1.46,11.77,0,10.324502275555554,0,4,Passenger,High,North,North,89.52,6.324502275555554,1
DL00479,O00533,D091,V047,H01,2024-11-03 02:54:00,2024-11-03 19:36:46.278515,Delayed,3.46,0,0,1.0,14.35,0,16.712855143055556,0,4,Retail,Medium,Central,North,74.26,12.712855143055556,1
DL00480,O00978,D119,V044,H07,2025-09-11 07:01:00,2025-09-12 01:49:05.346029,OnTime,24.44,0,0,4.53,8.9,0,18.801485008055554,0,24,Parcel,High,Riverside,Central,124.25,0.0,0
DL00481,O01095,D077,V086,H04,2024-03-14 17:15:00,2024-03-14 20:29:07.930187,OnTime,16.16,1,0,3.89,22.66,0,3.2355361630555555,0,6,Business,High,South,Airport,23.65,0.0,0
DL00482,O00777,D141,V118,H02,2025-10-19 00:12:00,2025-10-19 22:22:41.203962,Failed,11.35,1,1,2.32,18.23,0,22.178112211666665,0,6,Retail,High,East,Riverside,14.64,16.178112211666665,1
DL00483,O00036,D135,V017,H06,2024-11-06 05:51:00,2024-11-06 11:52:01.051436,Delayed,8.41,0,1,4.57,9.29,0,6.016958732222222,0,4,Parcel,Medium,Riverside,North,73.14,2.016958732222222,1
DL00484,O00437,D144,V079,H02,2025-09-25 07:59:00,2025-09-25 13:47:34.696350,OnTime,21.25,2,0,3.95,12.17,0,5.809637875,0,4,Retail,Medium,Airport,Riverside,98.88,1.809637875,1
DL00485,O00449,D121,V061,H03,2025-06-08 03:10:00,2025-06-08 01:22:24.218429,OnTime,16.11,1,0,1.99,12.64,0,-1.7932726586111112,1,2,Passenger,Low,North,Airport,102.53,0.0,0
DL00486,O00306,D052,V114,H01,2024-06-14 17:09:00,2024-06-15 05:57:57.188614,Failed,14.52,0,1,4.61,14.81,0,12.81588572611111,0,4,Passenger,Low,North,North,42.22,8.81588572611111,1
DL00487,O01111,D054,V027,H03,2024-11-15 00:10:00,2024-11-15 04:17:33.739828,OnTime,12.36,0,0,4.26,12.09,0,4.126038841111111,0,6,Retail,Low,South,North,18.03,0.0,0
DL00488,O01053,D038,V014,H08,2025-10-23 03:57:00,2025-10-23 08:18:12.147470,OnTime,3.33,0,0,4.325,10.75,0,4.3533742972222225,0,6,Passenger,Low,East,West,285.05,0.0,0
DL00489,O00911,D130,V112,H02,2025-05-20 23:09:00,2025-05-21 00:26:05.202498,OnTime,12.53,1,0,3.28,16.53,0,1.2847784716666666,0,4,Retail,High,Riverside,Central,24.34,0.0,0
DL00490,O00701,D039,V035,H04,2025-12-15 21:19:00,2025-12-16 19:49:17.202716,Failed,1.65,1,0,4.24,10.31,0,22.504778532222222,0,4,Parcel,Medium,East,Riverside,19.97,18.504778532222222,1
DL00491,O00181,D124,V113,H08,2024-12-16 02:36:00,2024-12-16 03:51:28.734813,OnTime,33.46,3,0,4.46,16.73,0,1.2579818925,0,2,Retail,Critical,Airport,Airport,108.19,0.0,0
DL00492,O00035,D100,V108,H06,2024-06-14 15:50:00,2024-06-15 05:51:47.019652,Failed,9.55,0,0,1.99,9.2,0,14.029727681111112,0,4,Business,Medium,North,Central,209.07,10.029727681111112,1
DL00493,O00803,D017,V070,H03,2025-08-09 20:37:00,2025-08-09 23:43:05.330497,OnTime,4.68,0,0,4.83,11.06,0,3.1014806936111112,0,6,Retail,High,East,Airport,60.3,0.0,0
DL00494,O00322,D072,V058,H08,2025-03-11 22:48:00,2025-03-12 01:38:13.776857,OnTime,14.05,2,0,4.29,11.2,0,2.8371602380555556,0,4,Business,High,Central,South,61.55,0.0,0
DL00495,O01189,D129,V006,H05,2024-05-23 01:38:00,2024-05-23 04:12:11.690549,OnTime,33.39,2,0,4.94,19.23,0,2.569914041388889,0,6,Parcel,Low,Airport,Riverside,129.6,0.0,0
DL00496,O00622,D142,V102,H02,2024-04-23 18:22:00,2024-04-24 16:12:08.253404,OnTime,7.97,2,0,4.18,11.59,0,21.835625945555556,0,24,Passenger,High,Central,Central,48.84,0.0,0
DL00497,O00192,D083,V116,H08,2025-08-18 14:17:00,2025-08-20 03:34:36.170242,Failed,12.14,1,0,3.23,11.88,0,37.293380622777775,0,24,Retail,High,Central,North,83.79,13.293380622777775,1
DL00498,O01205,D091,V018,H08,2024-12-20 02:21:00,2024-12-20 05:11:42.324554,OnTime,8.6,0,0,3.75,2.93,0,2.845090153888889,0,4,Parcel,Low,West,North,65.7,0.0,0
DL00499,O01144,D053,V038,H01,2025-02-07 22:48:00,2025-02-08 17:25:46.790590,Delayed,10.41,0,0,3.5,10.6,0,18.62966405277778,0,4,Passenger,Medium,Riverside,South,17.71,14.62966405277778,1
DL00500,O00556,D017,V063,H02,2024-09-01 03:37:00,2024-09-01 05:39:15.173184,OnTime,6.73,1,0,3.72,11.11,0,2.0375481066666667,0,2,Business,Medium,Riverside,Airport,101.94,0.03754810666666675,1
DL00501,O01211,D114,V087,H06,2025-11-12 07:51:00,2025-11-13 07:44:27.569654,OnTime,9.66,0,0,4.47,15.25,0,23.890991570555556,0,24,Medical,Medium,South,South,17.36,0.0,0
DL00502,O01190,D114,V026,H03,2025-11-24 18:47:00,2025-11-24 23:48:20.579555,OnTime,9.61,3,0,3.78,6.03,0,5.022383209722222,0,4,Parcel,High,East,Central,34.37,1.0223832097222223,1
DL00503,O00760,D154,V014,H07,2024-03-14 23:28:00,2024-03-15 20:48:21.177033,OnTime,12.95,0,0,3.97,10.7,0,21.3392158425,0,24,Medical,Low,South,West,108.03,0.0,0
DL00504,O00679,D023,V098,H08,2024-11-15 04:30:00,2024-11-16 02:36:46.022359,OnTime,6.55,1,0,5.0,12.11,0,22.11278398861111,0,24,Medical,High,West,South,74.53,0.0,0
DL00505,O00833,D170,V017,H08,2025-05-05 04:31:00,2025-05-05 20:10:37.600890,Failed,12.0,3,1,2.71,12.22,0,15.660444691666667,0,2,Parcel,Medium,Central,Riverside,141.48,13.660444691666667,1
DL00506,O00094,D077,V079,H05,2024-09-27 03:56:00,2024-09-27 16:59:08.774450,Delayed,17.369999999999997,2,0,3.11,9.14,0,13.052437347222222,0,6,Parcel,Medium,Airport,North,62.08,7.052437347222222,1
DL00507,O00396,D021,V030,H07,2025-04-30 00:13:00,,Delayed,15.18,2,0,2.53,10.76,1,,0,12,Retail,Medium,Central,East,63.67,0.0,0
DL00508,O00161,D015,V025,H03,2024-08-19 19:52:00,2024-08-20 07:24:22.258983,OnTime,12.14,0,0,4.66,14.06,0,11.539516384166667,0,12,Parcel,High,South,Airport,123.09,0.0,0
DL00509,O00719,D116,V086,H01,2024-01-04 19:33:00,2024-01-05 05:38:11.606195,Delayed,16.37,0,0,1.0,11.37,0,10.08655727638889,0,2,Passenger,Low,West,Central,11.54,8.08655727638889,1
DL00510,O00359,D057,V004,H01,2024-08-17 23:15:00,2024-08-18 20:50:19.862546,OnTime,12.07,0,0,4.04,18.19,0,21.588850707222225,0,24,Passenger,High,East,Central,134.58,0.0,0
DL00511,O01237,D123,V083,H05,2025-12-30 09:00:00,2025-12-31 04:46:44.532285,Delayed,9.94,0,0,1.37,10.76,0,19.77903674583333,0,12,Parcel,High,Central,East,195.64,7.779036745833331,1
DL00512,O00224,D040,V029,H07,2024-05-22 23:18:00,2024-05-24 08:58:29.649915,Delayed,8.4,3,1,3.51,11.49,0,33.674902754166666,0,24,Parcel,High,North,Central,46.15,9.674902754166666,1
DL00513,O00420,D168,V043,H02,2025-01-25 09:44:00,2025-01-25 21:24:13.161385,Delayed,12.02,0,0,3.75,18.86,0,11.670322606944444,0,4,Business,Low,Riverside,East,40.04,7.670322606944444,1
DL00514,O01250,D165,V052,H03,2024-06-28 09:25:00,2024-06-28 15:00:52.039877,Delayed,10.32,3,0,2.35,7.89,0,5.597788854722222,0,1,Retail,High,North,East,128.53,4.597788854722222,1
DL00515,O00619,D130,V005,H04,2025-09-01 14:52:00,2025-09-02 00:12:38.168449,Failed,17.55,3,1,3.24,21.0,0,9.343935680277777,0,1,Retail,Medium,Central,North,86.7,8.343935680277777,1
DL00516,O00337,D141,V117,H01,2024-11-05 06:45:00,2024-11-05 16:55:42.237731,Delayed,21.23,2,0,1.57,10.77,0,10.178399369722223,0,6,Retail,Critical,West,Airport,68.13,4.178399369722223,1
